eng_clean,urdu_clean
but when the jews of thessalonica had knowledge that the word of god was preached of paul at berea they came thither also and stirred up the people,جب تھسّلنیکے کے یہودیوں کو معلوم ہئوا کہ پولس بیریہّ میں بھی خدا کا کلام سناتا ہے تو وہاں بھی جاکر لوگوں کو ابھارا اور ان میں کھلبلی ڈالی .
and then immediately the brethren sent away paul to go as it were to the sea but silas and timotheus abode there still,اس وقت بھائیوں نے فورأ پولس کو روانہ کیا کہ سمندر کے کنارے تک چلا جائے لیکن سیلاس اور تیمتھیس وہیں رہے .
and they that conducted paul brought him unto athens and receiving a commandment unto silas and timotheus for to come to him with all speed they departed,اور پولس کے رہبر اسے اتھینے تک لے گئے اور سیلاس اور تیمتھیس کے لئے یہ حکم لے کر روانہ ہوئے کہ جہاں تک ہوسکے جلد میرے پاس آؤ .
now while paul waited for them at athens his spirit was stirred in him when he saw the city wholly given to idolatry,جب پولس اتھینے میں ان کی راہ دیکھ رہا تھا تو شہر کو بتوں سے بھرا ہئوا دیکھ کر اس کا جی جل گیا .
therefore disputed he in the synagogue with the jews and with the devout persons and in the market daily with them that met with him,اس لئے وہ عبادت خانہ میں یہودیوں اور خدا پرستوں سے اور چوک میں جو ملتے تھے ان سے روز بحث کیا کرتا تھا .
and they took him and brought him unto areopagus saying may we know what this new doctrine whereof thou speakest is,پس وہ اسے اپنے ساتھ اریوپگس پر لے گئے اور کہا آیا ہم کو معلوم ہوسکتا ہے کہ یہ نئی تعلیم جو تو دیتا ہے کیا ہے .
for thou bringest certain strange things to our ears we would know therefore what these things mean,کیونکہ تو ہمیں انوکھی باتیں سناتا ہے پس ہم جاننا چاہتے ہیں کہ ان سے غرض کیا ہے .
for all the athenians and strangers which were there spent their time in nothing else but either to tell or to hear some new thing,اس لئے کے سب اتھینوی اور پردیسی جو وہاں مقیم تھے اپنی فرصت کا وقت سنی سنی باتیں کہنے سننے کے سوا اور کسی کام میں صرف نہ کرتے تھے
then paul stood in the midst of mars hill and said ye men of athens i perceive that in all things ye are too superstitious,پولس نے اریو پگس کے بیچ میں کھڑے ہوکر کہا کہ اے اتھینے والو میں دیکھتا ہوں کہ تم ہر بات میں دیوتاؤں کے بڑے ماننے والے ہو .
god that made the world and all things therein seeing that he is lord of heaven and earth dwelleth not in temples made with hands,جس خدا نے دنیا اور اس کی سب چیزوں کو پیدا کیا وہ آسمان اور زمین کا مالک ہوکر ہاتھ کے بنائے ہوئے مندروں میں نہیں رہتا .
neither is worshipped with men s hands as though he needed any thing seeing he giveth to all life and breath and all things,نہ کسی چیز کا محتاج ہوکر آدمیوں کے ہاتھوں سے خدمت لیتا ہے کیونکہ وہ تو خود سب کو زندگی اور سانس اور سب کچھ دیتا ہے .
and hath made of one blood all nations of men for to dwell on all the face of the earth and hath determined the times before appointed and the bounds of their habitation,اور اس نے ایک ہی اصل سے آدمیوں کی ہر ایک قوم تمام ردی زمین پر رہنے کے لئے پیدا کی اور ان کی میعادیں اور سکونت کی حدیں مقرر کیں .
that they should seek the lord if haply they might feel after him and find him though he be not far from every one of us,تاکہ خدا کو ڈھونڈیں . شاید کہ ٹٹول کر اسے پائیں ہر چند وہ ہم میں سے کسی سے دور نہیں .
for in him we live and move and have our being as certain also of your own poets have said for we are also his offspring,کیونکہ اسی میں ہم جیتے اور چلتے پھرتے اور موجود ہیں . جیسا تمہارے شاعروں میں سے بھی بعض نے کہا ہے کہ ہم تو اس کی نسل بھی ہیں .
forasmuch then as we are the offspring of god we ought not to think that the godhead is like unto gold or silver or stone graven by art and man s device,پس خدا کی نسل ہوکر ہم کو یہ خیال کرنا مناسب نہیں کہ ذات الہی اس سونے یا روپے یا پتھّر کی مانند ہے جو آدمی کے ہنر اور ایجاد سے کھڑے گئے ہوں .
and the times of this ignorance god winked at but now commandeth all men every where to repent,پس خدا جہالت کے وقتو سے چشم پوشی کرکے اب سب آدمیوں کو ہر جگہ حکم دیتا ہے کہ توبہ کریں .
because he hath appointed a day in the which he will judge the world in righteousness by that man whom he hath ordained whereof he hath given assurance unto all men in that he hath raised him from the dead,کیونکہ اس نے ایک دن ٹھہرایا ہے جس میں وہ راستی سے دنیا کی عدالت اس آدمی کی معرفت کرے گا جسے اس نے مقرّر کیا ہے اور اسے مردوں میں سے جلاکر یہ بات سب پر ثابت کردی ہے .
and when they heard of the resurrection of the dead some mocked and others said we will hear thee again of this matter,جب انہوں نے نے مردوں کی قیامت کا ذکر سنا تو بعض ٹھٹھا مارنے لگے اور بعض نے کہا کہ یہ بات ہم تجھ سے پھر کبھی سنیں گے .
so paul departed from among them,اسی حالت میں پولس ان کے بیچ میں سے نکل گیا .
howbeit certain men clave unto him and believed among the which was dionysius the areopagite and a woman named damaris and others with them,مگر چند آدمی اس کے ساتھ مل گئے اور ایمان لے آئے . ان میں دیونسی یس اریوپگس کا ایک حاکم اور دمرس نام ایک عورت تھی اور بعض اور بھی ان کے ساتھ تھے .
after these things paul departed from athens and came to corinth,ان ماتوں کے بعد پولس اتھینے سے روانہ ہوکر کرنتھس میں آیا .
and because he was of the same craft he abode with them and wrought for by their occupation they were tentmakers,اور چونکہ ان کا ہم پیشہ تھا ان کے ساتھ رہا اور وہ کام کرنے لگے اور ان کا پیشہ خیمہ دوزی تھا .
and he reasoned in the synagogue every sabbath and persuaded the jews and the greeks,اور وہ ہر سبت کو عبادت خانہ میں بحث کرتا اور یہودیوں اور یونانیوں کو قائل کرتا تھا .
and when silas and timotheus were come from macedonia paul was pressed in the spirit and testified to the jews that jesus was christ,اور جب سیلاس اور تمتھیئس مکدنیہ سے آئے تو پولس کلام سنانے کے جوش سے مجبور ہوکر یہودیوں کے آگے گواہی دے رہا تھا کہ یسوع ہی مسیح ہے .
and when they opposed themselves and blasphemed he shook his raiment and said unto them your blood be upon your own heads i am clean from henceforth i will go unto the gentiles,جب لوگ مخالفت کرنے اور کفر بکنے لگے تو اس نے اپنے کپڑے جھاڑ کر ان سے کہا تمہارا خون تمہاری ہی گردن پر . میں پاک ہوں . اب سے غیر قوموں کے پاس جاؤں گا .
and he departed thence and entered into a certain man s house named justus one that worshipped god whose house joined hard to the synagogue,پس وہاں سے چلاگیا اور ططس یوستیس نام ایک خدا پرست کے گھر کیا جو عبادت خانہ سے ملا ہئوا تھا .
and crispus the chief ruler of the synagogue believed on the lord with all his house and many of the corinthians hearing believed and were baptized,اور عبادت خانہ کا سردار کرسپس اپنے تمام گھرانے سمیت خداوند پر ایمان لایا اور بہت سے کرنتھی سنکر ایمان لائے اور بپتسمہ لیا .
then spake the lord to paul in the night by a vision be not afraid but speak and hold not thy peace,اور خداوند نے رات کو رویا میں پولس سے کہا خوف نہ کر بلکہ کہے جا اور چپ نہ رہ .
for i am with thee and no man shall set on thee to hurt thee for i have much people in this city,اس لئے کہ میں تیرے ساتھ ہوں اور کوئی شخص تجھ پر حملہ کرکے ضرر نہ پہنچا سکیگا کیونکہ اس شہر میں میرے بہت سے لوگ ہیں .
and he continued there a year and six months teaching the word of god among them,پس وہ ڈیڑھ برس ان میں رہ کر خدا کا کلام سکھاتا رہا .
and when gallio was the deputy of achaia the jews made insurrection with one accord against paul and brought him to the judgment seat,جب گلّیو اخیہ کا صوبہ دار تھا یہودی ایکا کرکے پولس پر چڑھ آئے اور اسے عدالت میں لے جاکر .
saying this fellow persuadeth men to worship god contrary to the law,کہنے لگے کہ یہ شخص لوگوں کو ترغیب دیتا ہے کہ شریعت کے بر خلاف خدا کی پرستش کریں .
and when paul was now about to open his mouth gallio said unto the jews if it were a matter of wrong or wicked lewdness o ye jews reason would that i should bear with you,جب پولس نے بولنا چاہا تو گلیو نے یہودیوں سے کہا اے یہودیو اگر کچھ ظلم یا بڑی شرارت کی بات ہوتی تو واجب تھا کہ میں صبر کرکے تمہاری سنتا . سنتا .
but if it be a question of words and names and of your law look ye to it for i will be no judge of such matters,لیکن جب یہ ایسے سوال ہیں جو لفظوں اور ناموں اور خاص تمہاری شریعت سے علاقہ رکھتے ہیں تو تم ہی جانو . میں ایسی باتوں کا مصنف بننا چاہتا .
and he drave them from the judgment seat,اور اس نے انہیں عدالت سے نکلوادیا .
then all the greeks took sosthenes the chief ruler of the synagogue and beat him before the judgment seat and gallio cared for none of those things,پھر سب لوگوں نے عبادت خانہ کے سردار سوستھنیس کو پکڑ کر عدالت کے سامنے مارا مگر گلیو نے ان باتوں کی کچھ پروانہ کی .
and paul after this tarried there yet a good while and then took his leave of the brethren and sailed thence into syria and with him priscilla and aquila having shorn his head in cenchrea for he had a vow,پس پولس بہت دن وہاں رہ کر بھائیوں سے رخصت ہئوا اور چونکہ اس نے منّت مانی تھی . اس لئے کنخریسیہ میں سر منڈایا اور جہاز پر سوریہ کو روانہ ہئوا اور پرسکّلہ اور اکولہ اس کے ساتھ تھے .
and he came to ephesus and left them there but he himself entered into the synagogue and reasoned with the jews,اور افس میں پہنچکر اس نے انہیں وہاں چھوڑا اور آپ عبادت خانہ میں جاکر یہودیوں سے بحث کرنے لگا .
when they desired him to tarry longer time with them he consented not,جب انہوں نے اس سے درخواست کی کہ اور کچھ عرصہ ہمارے ساتھ رہ تو اس نے منظور نہ کیا .
but bade them farewell saying i must by all means keep this feast that cometh in jerusalem but i will return again unto you if god will and he sailed from ephesus,بلکہ یہ کہہ کر ان سے رخصت ہئوا کہ اگر خدا نے چاہا تو تمہارے پاس پھر آؤں گا افس سے جہاز پر روانہ ہئوا .
and when he had landed at caesarea and gone up and saluted the church he went down to antioch,پھر قیصریہ میں اترکر یروشلیم کو گیا اور کلیسیا کو سلام کرکے انطاکیہ مین آیا .
and after he had spent some time there he departed and went over all the country of galatia and phrygia in order strengthening all the disciples,اور چند روز رہ کر وہاں سے روانہ ہئوا اور ترتیب وار گلتیہ کے علاقہ اور فروگیہ سے گزرتا ہئوا سب شاگردوں کو مضبوط کرتا گیا .
and a certain jew named apollos born at alexandria an eloquent man and mighty in the scriptures came to ephesus,پھر اپلّوس نام ایک یہودی اسکندریہ کی پیدایش خوش تقریر اور کتاب مقدّس کا ماہر افس میں پہنچا .
this man was instructed in the way of the lord and being fervent in the spirit he spake and taught diligently the things of the lord knowing only the baptism of john,اس شخص نے خداوند کی راہ کی تعلیم پائی تھی اور روحانی جوش سے کلام کرتا اور یسوع کی بابت صحیح صحیح تعلیم دیتا تھا مگر صرف یوحناّ کے بپتسمہ سے واقف تھا .
and he began to speak boldly in the synagogue whom when aquila and priscilla had heard they took him unto them and expounded unto him the way of god more perfectly,وہ عبادت خانہ میں دلیری سے بولنے لگا مگر پرسکلّہ اور اکولہ اس کی باتیں سنکر اسے اپنے گھر لے گئے اور اس کو خدا کی راہ اور زیادہ صحت سے بتائی .
for he mightily convinced the jews and that publickly shewing by the scriptures that jesus was christ,وہ کتاب مقدّس سے یسوع کا مسیح ہونا ثابت کرکے بڑے زور شور سے یہویوں کو علانیہ قائل کرتا رہا .
and it came to pass that while apollos was at corinth paul having passed through the upper coasts came to ephesus and finding certain disciples,اور جب اپلوس کرنتھس میں تھا تو ایسا ہئوا کہ پولس اوپر کے علاقہ سے گزر کر افس میں آیا اور کئی شاگردوں کو دیکھ کر .
he said unto them have ye received the holy ghost since ye believed and they said unto him we have not so much as heard whether there be any holy ghost,ان سے کہا کیا تم ایمان لاتے وقت روح القدس پایا انہوں نے اس سے کہا کہ ہم نے تو سنا بھی نہیں کہ روح القدس نازل ہئوا ہے .
and he said unto them unto what then were ye baptized and they said unto john s baptism,اس نے کہا یس تم نے کس کا بپتسمہ لیا انہوں نے کہا یوحناّ کا بپتسمہ .
then said paul john verily baptized with the baptism of repentance saying unto the people that they should believe on him which should come after him that is on christ jesus,پولس نے کہا یوحناّ نے لوگوں کو یہ کہہ کر توبہ کا بپتسمہ دیا کہ جو میرے پیچھے آنے والا ہے اس پر یعنی یسوع پر ایمان لانا .
when they heard this they were baptized in the name of the lord jesus,انہوں نے یہ سنکر خداوند یسوع کے نام کا بپتسمہ لیا .
and when paul had laid his hands upon them the holy ghost came on them and they spake with tongues and prophesied,جب پولس نے ان پر ہاتھ رکھّے تو روح القدس ان پر نازل ہئوا اور وہ طرح طرح کی زبانیں بولنے اور نبّووت کرنے لگے .
and all the men were about twelve,اور وہ تخمینا مارہ آدمی تھے .
and he went into the synagogue and spake boldly for the space of three months disputing and persuading the things concerning the kingdom of god,پھر وہ عبادت خانہ میں جاکر تین مہینے تک دلیری سے بولتا اور خدا کی بادشاہی کی بابت بحث کرتا اور لوگوں کو قائل کرتا رہا .
but when divers were hardened and believed not but spake evil of that way before the multitude he departed from them and separated the disciples disputing daily in the school of one tyrannus,لیکن جب بعض سخت دل اور نافرمان ہوگئے بلکہ لوگوں کے سامنے اس طریق کو برا کہنے لگے تو اس نے ان سے کنارہ کرکے شاگردوں کو الگ کرلیا اور ہر روز ترنّس کے مدرسہ میں بحث کیا کرتا تھا .
and this continued by the space of two years so that all they which dwelt in asia heard the word of the lord jesus both jews and greeks,دو برس تک یہی ہوتا رہا . یہاں تک کے آسیہ کے رہنے والوں کیا یہودی کیا یونانی سب نے خداووند کا کلام سنا .
and god wrought special miracles by the hands of paul,اور خدا پولس کے ہاتوں سے خاص خاص معجزے دکھاتا تھا .
so that from his body were brought unto the sick handkerchiefs or aprons and the diseases departed from them and the evil spirits went out of them,یہاں تک کے رومال اور پٹکے اس کے بدن سے چھوڑ کر بیماروں پر ڈالے جاتے تھے اور ان کی بیماریاں جاتی رہتی تھیں اور بری روحیں ان میں سے نکل جاتی تھیں .
and there were seven sons of one sceva a jew and chief of the priests which did so,اور سکوا یہودی سردار کاہن کے سات بیٹے ایسا کیا کرتے تھے .
and the evil spirit answered and said jesus i know and paul i know but who are ye,بری روح نے جواب میں ان سے کہا کہ یسوع کو تو میں جانتی ہوں اور پولس سے بھی واقف ہوں مگر تم کون ہو
and the man in whom the evil spirit was leaped on them and overcame them and prevailed against them so that they fled out of that house naked and wounded,اور وہ شخص جس پر بری روح تھی کود کر ان پر جا پڑا اور دونوں پر غالب آکر ایسی زیادتی کہ وہ ننگے اور زخمی ہوکر اس گھر سے نکل بھاگے .
and this was known to all the jews and greeks also dwelling at ephesus and fear fell on them all and the name of the lord jesus was magnified,اور یہ بات افسس کے سب رہنے والے یہودیوں اور یونانیوں کو معلوم ہوگئی . پس سب پر خوف چھاگیا اور خداوند یسوع کے نام کی بزرگی ہوئی .
and many that believed came and confessed and shewed their deeds,جو ایمان لائے تھے ان میں سے بہتیرے نے آکر اپنے اپنے کاموں کا اقرار اور اظہار کیا .
many of them also which used curious arts brought their books together and burned them before all men and they counted the price of them and found it fifty thousand pieces of silver,اور بہت سے جادوگروں نے اپنی اپنی کتابیں اکٹھی کرکے سب لوگوں کے سامنے جلادیں اور جب ان کی قیمت کا حساب ہئوا تو پچاس ہزار روپے نکلیں .
so mightily grew the word of god and prevailed,اسی طرح خدا کا کلام زور پکڑ کر پھیلتا اور غالب ہوتا گیا .
after these things were ended paul purposed in the spirit when he had passed through macedonia and achaia to go to jerusalem saying after i have been there i must also see rome,جب یہ ہوچکا تو پولسنے جی میں ٹھانا کہ مکدنیہ اور اخیہ سے ہوکر یروشلیم کو جاؤں گا اور کہا کہ وہاں جانے کے بعد مجھے رومہ بھی دیکھنا ضرور ہے .
so he sent into macedonia two of them that ministered unto him timotheus and erastus but he himself stayed in asia for a season,پس اپنے خدمتگزاروں میں سے دو شخص یعنی تیمتھیس اور اراستس کو مکدنیہ میں بھیج کر آپ کچھ عرصہ آسیہ میں رہا .
and the same time there arose no small stir about that way,اس وقت اس طریق کی بابت بڑا فساد اٹھا .
for a certain man named demetrius a silversmith which made silver shrines for diana brought no small gain unto the craftsmen,کیونکر دیمیتریس نام ایک سنا تھا جو ارتمس کے رو پہلے مندر بنواکر اس پیشہ والوں کو بہت کام دلوا دیتا تھآ .
whom he called together with the workmen of like occupation and said sirs ye know that by this craft we have our wealth,اس نے ان کو اور ان کے متعلق اور پیشہ والوں کو جمع کرکے کہا اے لوگو تم جانتے ہوکہ ہماری آسودگی اسی کام کی بدولت ہے
moreover ye see and hear that not alone at ephesus but almost throughout all asia this paul hath persuaded and turned away much people saying that they be no gods which are made with hands,اور تم دیکھتے اور سنتے ہوکہ صرف افسس ہی میں نہیں بلکہ تقریبا تمام آسیہ میں اس پولس نے بہت سے لوگوں کو یہ کہہ کر قائل اور گمراہ کردیا ہے کہ جو ہاتھ کے بنائے ہوئے ہیں وہ خدا نہیں ہیں .
and when they heard these sayings they were full of wrath and cried out saying great is diana of the ephesians,وہ یہ سنکر قہر سے بھر گئے اور چلا چلا کر کہنے لگے کہ افسیوں کی ارتمس بڑی ہے .
and the whole city was filled with confusion and having caught gaius and aristarchus men of macedonia paul s companions in travel they rushed with one accord into the theatre,اور تمام شہر میں ہلچل پڑگئی اور لوگوں نے گیس اور ارستر خس مکدنیہ والوں کو جو پولس کے ہم سفر تھے پکڑ لیا اور ایک دل ہوکر تماشا گاہ کو دوڑے .
and when paul would have entered in unto the people the disciples suffered him not,جب پولس نے مجمع میں جانا چاہا تو شاگردوں نے جانے نہ دیا .
and certain of the chief of asia which were his friends sent unto him desiring him that he would not adventure himself into the theatre,اور آسیہ کے حاکموں میں سے اس کے بعض دوستوں نے آدمی بھیج کر اس کی منت کی کہ تماشہ گاہ میں جانے کی جرٔات نہ کرنا .
some therefore cried one thing and some another for the assembly was confused and the more part knew not wherefore they were come together,اور بعض کچھ چلائے اور بعض کچھ کیونکر مجلس درہم برہم ہوگئی تھی اور اکثر لوگوں کو یہ بھی خبر نہ تھی کہ ہم کس لئے اکٹھے ہوئے ہیں .
and they drew alexander out of the multitude the jews putting him forward and alexander beckoned with the hand and would have made his defence unto the people,پھر انہوں نے اسکندر کو جسے یہودی پیش کرتے تھے بھیڑ میں سے نکال کر آگے کردیا اور اسکندر نے ہاتھ سے اشارہ کرکے مجمع کے سامنے عذر بیان کرنا چاہا .
but when they knew that he was a jew all with one voice about the space of two hours cried out great is diana of the ephesians,جب انہیں معلوم ہئوا کہ یہ یہودی ہے تو سب ہم آواز ہوکر کوئی دو گھنٹے تک چلاّتے رہے کہ افسیوں کی ارتمس بڑی ہے .
seeing then that these things cannot be spoken against ye ought to be quiet and to do nothing rashly,پس جب کوئی ان باتوں کے خلاف نہیں کہہ سکتا تو واجب ہے کے تم اطمینان سے رہو اور بے سوچے کچھ نہ کرو .
for ye have brought hither these men which are neither robbers of churches nor yet blasphemers of your goddess,کیونکہ یہ لوگ جنکو تم یہاں لائے ہو نہ مندر کو لوٹنے والے ہیں نہ ہماری دیوی کی بد گوئی کرنے والے .
wherefore if demetrius and the craftsmen which are with him have a matter against any man the law is open and there are deputies let them implead one another,پس اگر دیمیتریس اور اس کے ہم پیشہ کسی پر دعوی رکھتے ہوں تو عدالت کھلی ہے اور صوبہ دار موجود ہیں . ایک دوسرے پر نالش کریں .
but if ye enquire any thing concerning other matters it shall be determined in a lawful assembly,اور اگر تم کسی اور امر کی تحقیقات چاہتے ہوتو باضابطہ مجلس میں فیصلہ ہوگا .
for we are in danger to be called in question for this day s uproar there being no cause whereby we may give an account of this concourse,کیونکہ آج کے بلوے کے سبب سے ہمیں اپنے اوپر نالش ہونے کا اندیشہ ہے اس لئے کہ اس کی کوئی وجہ نہیں ہے اور اس صورت میں ہم اس ہنگامہ کی جوابدہی نہ کرسیں گے .
and when he had thus spoken he dismissed the assembly,یہ کہہ کر اس نے مجلس کر برخاست کیا .
and after the uproar was ceased paul called unto him the disciples and embraced them and departed for to go into macedonia,جب ہلّڑ موقوف ہوگیا تو پولس نے شاگردوں کو بلوا کر نصیحت کی اور ان سے رخصت ہوکر مکدنیہ کو روانہ ہئوا .
and when he had gone over those parts and had given them much exhortation he came into greece,اور اس علاقہ سے گزر کر اور انہیں بہت نصیحت کرکے یونان میں آیا .
and there abode three months and when the jews laid wait for him as he was about to sail into syria he purposed to return through macedonia,جب تین مہینے رہ کر سوریہ کی طرف جہاز پر روانہ ہونے کو تھا تو یہودیوں نے اس کے برخلاف سازش کی . پھر اس کی یہ صلاح ہوئی کہ مکدنیہ ہوکر واپس جائے .
and there accompanied him into asia sopater of berea and of the thessalonians aristarchus and secundus and gaius of derbe and timotheus and of asia tychicus and trophimus,اور پرس کا بیٹا سوپترس جو بیریہّ کا تھا اور تھسّلنیکیوں میں سے ارسترخس اور سکندس اور گیس جو دربے کا تھا اور تیمتھیس اور آسیہ کا تخکس ترفمس آسیہ تک اس کے ساتھ گئے .
these going before tarried for us at troas,یہ آگے جاکر ترو آس میں ہماری راہ دیکھتے رہے .
and we sailed away from philippi after the days of unleavened bread and came unto them to troas in five days where we abode seven days,اور عید فطیر کے دنوں کے بعد ہم فلپّی سے جہاز پر روانہ ہوکر پانچ دن کے بعد تروآس میں ان کے پاس پہنچے اور سات دن وہیں رہے .
and upon the first day of the week when the disciples came together to break bread paul preached unto them ready to depart on the morrow and continued his speech until midnight,ہفتہ کے پہلے دن جب ہم روٹی توڑنے کے لئے جمع ہوئے تو پولس نے دوسرے دن روانہ ہونے کا ارادہ کرکے ان سے باتیں کیں اور آدھی رات تک کلام کرتا رہا .
and there were many lights in the upper chamber where they were gathered together,جس بالا خانہ پر ہم جمع تھے اس میں بہت سے چراغ جل رہے تھے .
and paul went down and fell on him and embracing him said trouble not yourselves for his life is in him,پولس اتر کر اس سے لپٹ گیا اور گلے لگا کر کہا گھبراؤ نہیں . اس میں جان ہے .
when he therefore was come up again and had broken bread and eaten and talked a long while even till break of day so he departed,پھر اپر جاکر روٹی توڑی اور کھا کر اتنی دیر تک ان سے باتیں کرتا رہا کہ پھٹ گئی . پھر وہ روانہ ہوگیا .
and they brought the young man alive and were not a little comforted,اور وہ اس لڑکے کو جیتا لائے اور ان کی بڑی خاطر جمع ہوئی .
and we went before to ship and sailed unto assos there intending to take in paul for so had he appointed minding himself to go afoot,ہم جہاز تک آگے جاکر اس ارادہ سے استس کو روانہ ہوئے کہ وہاں پہنکر پولس کو چڑھالیں کیونکہ اس نے پیدل جانے کا ارادہ کرکے یہی تجویز کی تھی .
and when he met with us at assos we took him in and came to mitylene,پس جب استس میں ہمیں ملا تو ہم اسے چڑھا کر متلینے میں آئے .
and we sailed thence and came the next day over against chios and the next day we arrived at samos and tarried at trogyllium and the next day we came to miletus,اور وہاں سے جہاز پر روانہ ہوکر دوسرے دن خیس کے سامنے پہنچے اور تیسرے دن سامس تک آئے اور اگلے دن میلیتس میں آگئے .
for paul had determined to sail by ephesus because he would not spend the time in asia for he hasted if it were possible for him to be at jerusalem the day of pentecost,کیونکہ پولس نے ٹھان لیا تھا کہ افسس کے پاس سے گزرے ایسا نہ ہوکہ اسے آسیہ میں دیر لگے . اس لئے کہ وہ جلدی کرتا تھا کہ اگر ہوسکے تو پنتیکست کے دن یروشلیم میں ہو .
and from miletus he sent to ephesus and called the elders of the church,اور اس نے میلیتس سے افسس میں کہلا بھیجا اور کلیسیا کے بزرگوں کو بلایا .
and when they were come to him he said unto them ye know from the first day that i came into asia after what manner i have been with you at all seasons,جب وہ اس کے پاس آئے تو ان سے کہا تم خود جانتے ہوکہ پہلے ہی دن سے کہ میں نے آسیہ میں قدم رکھّا ہر وقت تمہارے ساتھ کس طرح رہا .
serving the lord with all humility of mind and with many tears and temptations which befell me by the lying in wait of the jews,یعنی کمال فروتنی سے اور آنسو بہا بہا کر اور آزمایشوں میں جو یہودیوں کی سازش کے سبب سے مجھ پر واقع ہوئیں خداوند کی خدمت کرتا رہا .
and how i kept back nothing that was profitable unto you but have shewed you and have taught you publickly and from house to house,اور جو جو باتیں تہارے فائدہ کی تھیں ان کے بیان کرنے اور علانیہ اور گھر گھر سکھانے سے کبھی نہ جھجکا .
testifying both to the jews and also to the greeks repentance toward god and faith toward our lord jesus christ,بلکہ یہودیوں اور یونانیوں کے رو برو گواہی دیتا رہا کہ خدا کے سامنے توبہ کرنا اور ہمارے خداوند یسوع مسیح پر ایمان لانا چاہئے .
and now behold i go bound in the spirit unto jerusalem not knowing the things that shall befall me there,اور اب دیکھو میں بندھا ہئوا یروشلیم کو جاتا ہوں اور نہ معلوم کہ وہاں مجھ پر کیا کیا گزرے .
save that the holy ghost witnesseth in every city saying that bonds and afflictions abide me,سوا اس کے کہ روح القدس ہر شہر میں گواہی دے دے کر مجھ سے کہتا ہے کہ قید اور مصیبتیں تیرے لئے تیّار ہیں .
and now behold i know that ye all among whom i have gone preaching the kingdom of god shall see my face no more,اور اب دیکھو میں جانتا ہوں کہ تم سب جنکے درمیان میں بادشاہی کی منادی کرتا پھرا میرا منہ پھر نہ دیکھو گے .
wherefore i take you to record this day that i am pure from the blood of all men,پس میں آج کے دن تمہیں قطعی کہتا ہوں کہ سب آدمیوں کے خون سے پاک ہوں .
for i have not shunned to declare unto you all the counsel of god,کیونکہ میں خدا کی ساری مرضی تم سے پورے طور پر بیان کرنے سے نہ جھجکا
take heed therefore unto yourselves and to all the flock over the which the holy ghost hath made you overseers to feed the church of god which he hath purchased with his own blood,پس اپنی اور اس سارے گلّہ کی خبرداری کرو جس کا روح القدس نے تہیں نگہبان ٹھہرایا تاکہ خدا کی کلیسیا کی گلّہ بانی کرو جسے اس نے خاص اپنے خون سے مول لیا .
for i know this that after my departing shall grievous wolves enter in among you not sparing the flock,میں یہ جانتا ہوں کہ میرے جانے کے بعد پھاڑے والے بھیڑئے تم میں آئیں گے جنہیں گلّہ پر کچھ ترس نہ آئے گا .
also of your own selves shall men arise speaking perverse things to draw away disciples after them,اور خود تم میں سے ایسے آدمی اٹھیں گے جو الٹی الٹی باتیں کہیں گے تاکہ شاگردوں کو اپنی طرف کھینچ لیں .
therefore watch and remember that by the space of three years i ceased not to warn every one night and day with tears,اس لئے جاگتے رہو اور یاد رکھّو کہ میں تین برس تک رات دن آنسو بہا بہا کر ہر ایک کو سمجانے سے باز نہ آیا .
and now brethren i commend you to god and to the word of his grace which is able to build you up and to give you an inheritance among all them which are sanctified,اب میں تمہیں خدا اور اس کے فضل کے کلام کے سپرد کرتا ہوں جو تمہاری ترقی کرسکتا ہے اور تمام مقدّسوں میں شریک کرکے میراث دے سکتا ہے .
i have coveted no man s silver or gold or apparel,میں نے کسی کی چاندی یا سونے یا کپڑے کا لالچ نہیں کیا .
yea ye yourselves know that these hands have ministered unto my necessities and to them that were with me,تم آپ جانتے ہوکہ انہی ہاتھوں نے میری اور میرے ساتھیوں کی حاجتیں رفع کیں .
i have shewed you all things how that so labouring ye ought to support the weak and to remember the words of the lord jesus how he said it is more blessed to give than to receive,میں نے تم کو سب باتیں کرکے دکھا دیں کہ اس طرح محنت کرکے کمزوروں کو سنبھالنا اور خداوند یسوع کی باتیں یاد رکھنا چاہیے کہ اس نے خود کہا دینا لینے سے مبارک ہے .
and when he had thus spoken he kneeled down and prayed with them all,اس نے یہ کہہ کر گٹنے ٹیکے اور ان سب کے ساتھ دعا کی .
and they all wept sore and fell on paul s neck and kissed him,اور وہ سب بہت روئے اور پولس کے گلے لگ لگ کر اس کے بوسے لئے .
sorrowing most of all for the words which he spake that they should see his face no more and they accompanied him unto the ship,اور خاص کر اس بات پر غمگین تھے جو اس نے کہی تھی کہ تم پھر میرا منہ نہ دیکھو گے . پھر اسے جہاز تک پہنچایا .
and it came to pass that after we were gotten from them and had launched we came with a straight course unto coos and the day following unto rhodes and from thence unto patara,اور جب ہم ان سے بمشکل جدا ہوکر جہاز پر روانہ ہوئے تو ایسا ہئوا کہ سیدھی راہ سے کوس میں آئے اور دوسرے دن ردس میں اور وہاں سے پترہ میں .
and finding a ship sailing over unto phenicia we went aboard and set forth,پھر ایک جہاز سیدھا فینیکے کو جاتا ہئوا ملا اور اس پر سوار ہوکر روانہ ہوئے .
